Recommendation details for the first 50 users and their top 20 recommendations using 30 features and their full rating profile				
userId	movieId	popularity	avgRating	title
43450	[2351]	[1387]	[ 4.10707]	['Nights of Cabiria (Notti di Cabiria, Le) (1957)']
43450	[7064]	[1144]	[ 3.90778]	['Beauty and the Beast (La belle et la b\xc3\xaate) (1946)']
43450	[2019]	[14541]	[ 4.25476]	['Seven Samurai (Shichinin no samurai) (1954)']
43450	[1204]	[15391]	[ 4.11322]	['Lawrence of Arabia (1962)']
43450	[3093]	[1561]	[ 3.82095]	['McCabe & Mrs. Miller (1971)']
43450	[6985]	[1027]	[ 3.99513]	"[""Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)""]"
43450	[1208]	[28871]	[ 4.10737]	['Apocalypse Now (1979)']
43450	[111]	[32759]	[ 4.08677]	['Taxi Driver (1976)']
43450	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
43450	[2427]	[10156]	[ 3.42842]	['Thin Red Line, The (1998)']
43450	[924]	[31291]	[ 3.97386]	['2001: A Space Odyssey (1968)']
43450	[670]	[829]	[ 4.11701]	['World of Apu, The (Apur Sansar) (1959)']
43606	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
43606	[105250]	[207]	[ 4.07729]	['Century of the Self, The (2002)']
43606	[171011]	[812]	[ 4.47968]	['Planet Earth II (2016)']
43606	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
43606	[1221]	[38676]	[ 4.26277]	['Godfather: Part II, The (1974)']
43606	[171495]	[137]	[ 4.35401]	['Cosmos']
43606	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43606	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43606	[172591]	[372]	[ 4.34946]	['The Godfather Trilogy: 1972-1990 (1992)']
43606	[142608]	[17]	[ 4.26471]	['A Song of Lisbon (1933)']
43606	[86237]	[49]	[ 3.68367]	['Connections (1978)']
43606	[102323]	[6]	[ 4.41667]	"[""Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977)""]"
43606	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
43606	[77366]	[35]	[ 4.24286]	['Deadwood (TV) (2004)']
43606	[104119]	[6]	[ 4.5]	['Forsyte Saga, The (1967)']
43606	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
43606	[8111]	[3]	[ 5.]	['Into the Woods']
43606	[88570]	[13]	[ 4.30769]	['Welfare (1975)']
43606	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
43606	[179135]	[228]	[ 4.22149]	['Blue Planet II (2017)']
43831	[160289]	[426]	[ 4.07746]	['O.J.: Made in America (2016)']
43831	[105250]	[207]	[ 4.07729]	['Century of the Self, The (2002)']
43831	[1219]	[24129]	[ 4.06225]	['Psycho (1960)']
43831	[1221]	[38676]	[ 4.26277]	['Godfather: Part II, The (1974)']
43831	[904]	[22195]	[ 4.23075]	['Rear Window (1954)']
43831	[86377]	[1861]	[ 3.98442]	['Louis C.K.: Shameless (2007)']
43831	[908]	[19576]	[ 4.20116]	['North by Northwest (1959)']
43831	[1387]	[26413]	[ 3.78516]	['Jaws (1975)']
43831	[1036]	[40116]	[ 3.93]	['Die Hard (1988)']
43831	[589]	[64084]	[ 3.94116]	['Terminator 2: Judgment Day (1991)']
43831	[910]	[13726]	[ 4.03133]	['Some Like It Hot (1959)']
43831	[1213]	[35764]	[ 4.17782]	['Goodfellas (1990)']
43831	[912]	[31018]	[ 4.20991]	['Casablanca (1942)']
43831	[593]	[87595]	[ 4.15125]	['Silence of the Lambs, The (1991)']
43831	[923]	[21469]	[ 4.08862]	['Citizen Kane (1941)']
43831	[1240]	[42117]	[ 3.89203]	['Terminator, The (1984)']
43831	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
43831	[3435]	[5805]	[ 4.20052]	['Double Indemnity (1944)']
43831	[922]	[8233]	[ 4.19549]	['Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)']
43831	[104069]	[914]	[ 3.97702]	['Louis C.K.: Oh My God (2013)']
43853	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
43853	[142115]	[403]	[ 4.20471]	['The Blue Planet (2001)']
43853	[86055]	[10]	[ 4.1]	['Foster Brothers, The (S\xc3\xbct kardesler) (1976)']
43853	[162376]	[2998]	[ 4.34223]	['Stranger Things']
43853	[159817]	[1326]	[ 4.44834]	['Planet Earth (2006)']
43853	[171495]	[137]	[ 4.35401]	['Cosmos']
43853	[88570]	[13]	[ 4.30769]	['Welfare (1975)']
43853	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43853	[8111]	[3]	[ 5.]	['Into the Woods']
43853	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
43853	[102323]	[6]	[ 4.41667]	"[""Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977)""]"
43853	[95837]	[7]	[ 4.21429]	"[""Child's Christmas in Wales, A (1987)""]"
43853	[104119]	[6]	[ 4.5]	['Forsyte Saga, The (1967)']
43853	[66616]	[45]	[ 4.44444]	"[""Monty Python's Flying Circus (1969)""]"
43853	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
43853	[158611]	[6]	[ 4.41667]	['The Weight of Chains (2010)']
43853	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
43853	[318]	[97404]	[ 4.42478]	['Shawshank Redemption, The (1994)']
43853	[91007]	[5]	[ 4.5]	['I Want to Be a Soldier (2011)']
43966	[5952]	[56326]	[ 4.07519]	['Lord of the Rings: The Two Towers, The (2002)']
43966	[4993]	[61476]	[ 4.09843]	['Lord of the Rings: The Fellowship of the Ring, The (2001)']
43966	[1287]	[10591]	[ 3.79719]	['Ben-Hur (1959)']
43966	[74282]	[340]	[ 3.91176]	['Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)']
43966	[260]	[81442]	[ 4.12178]	['Star Wars: Episode IV - A New Hope (1977)']
43966	[122886]	[12563]	[ 3.801]	['Star Wars: Episode VII - The Force Awakens (2015)']
43966	[54001]	[14154]	[ 3.77406]	['Harry Potter and the Order of the Phoenix (2007)']
43966	[81834]	[13851]	[ 3.88001]	['Harry Potter and the Deathly Hallows: Part 1 (2010)']
43966	[1035]	[17115]	[ 3.80161]	['Sound of Music, The (1965)']
43966	[1196]	[65498]	[ 4.13449]	['Star Wars: Episode V - The Empire Strikes Back (1980)']
43966	[1198]	[63203]	[ 4.12135]	[ 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']
43966	[40815]	[19216]	[ 3.76738]	['Harry Potter and the Goblet of Fire (2005)']
43966	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
43966	[7153]	[56939]	[ 4.10403]	['Lord of the Rings: The Return of the King, The (2003)']
43966	[27002]	[452]	[ 4.00442]	['From the Earth to the Moon (1998)']
43966	[69844]	[13914]	[ 3.84724]	['Harry Potter and the Half-Blood Prince (2009)']
43966	[147384]	[404]	[ 3.93688]	['Doctor Who: The Runaway Bride (2007)']
43966	[1210]	[65773]	[ 3.98668]	['Star Wars: Episode VI - Return of the Jedi (1983)']
43966	[88125]	[13086]	[ 3.91032]	['Harry Potter and the Deathly Hallows: Part 2 (2011)']
43966	[8368]	[23261]	[ 3.80181]	['Harry Potter and the Prisoner of Azkaban (2004)']
44038	[1]	[68321]	[ 3.88678]	['Toy Story (1995)']
44038	[78499]	[14701]	[ 3.87076]	['Toy Story 3 (2010)']
44038	[48708]	[27]	[ 4.22222]	['Firefly (2002)']
44038	[66934]	[4739]	[ 3.96128]	"[""Dr. Horrible's Sing-Along Blog (2008)""]"
44038	[8961]	[31639]	[ 3.85583]	['Incredibles, The (2004)']
44038	[2571]	[84014]	[ 4.14977]	['Matrix, The (1999)']
44038	[27002]	[452]	[ 4.00442]	['From the Earth to the Moon (1998)']
44038	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
44038	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
44038	[137904]	[85]	[ 3.95294]	['I, Claudius (1976)']
44038	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
44038	[171495]	[137]	[ 4.35401]	['Cosmos']
44038	[171749]	[104]	[ 4.03365]	['Death Note: Desu n\xc3\xb4to (2006\xe2\x80\x932007)']
44038	[77366]	[35]	[ 4.24286]	['Deadwood (TV) (2004)']
44038	[66616]	[45]	[ 4.44444]	"[""Monty Python's Flying Circus (1969)""]"
44038	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44038	[92475]	[156]	[ 4.00962]	['All Watched Over by Machines of Loving Grace (2011)']
44038	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
44038	[86237]	[49]	[ 3.68367]	['Connections (1978)']
44038	[134853]	[13457]	[ 3.96173]	['Inside Out (2015)']
44363	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
44363	[105250]	[207]	[ 4.07729]	['Century of the Self, The (2002)']
44363	[171011]	[812]	[ 4.47968]	['Planet Earth II (2016)']
44363	[48708]	[27]	[ 4.22222]	['Firefly (2002)']
44363	[2571]	[84014]	[ 4.14977]	['Matrix, The (1999)']
44363	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
44363	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
44363	[88570]	[13]	[ 4.30769]	['Welfare (1975)']
44363	[139096]	[5]	[ 4.5]	['Unmatched (2010)']
44363	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
44363	[158611]	[6]	[ 4.41667]	['The Weight of Chains (2010)']
44363	[101271]	[8]	[ 4.1875]	['Community']
44363	[102323]	[6]	[ 4.41667]	"[""Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977)""]"
44363	[77366]	[35]	[ 4.24286]	['Deadwood (TV) (2004)']
44363	[104119]	[6]	[ 4.5]	['Forsyte Saga, The (1967)']
44363	[66616]	[45]	[ 4.44444]	"[""Monty Python's Flying Circus (1969)""]"
44363	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44363	[8111]	[3]	[ 5.]	['Into the Woods']
44363	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
44363	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
44447	[105250]	[207]	[ 4.07729]	['Century of the Self, The (2002)']
44447	[923]	[21469]	[ 4.08862]	['Citizen Kane (1941)']
44447	[32657]	[308]	[ 3.98701]	"[""Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)""]"
44447	[3134]	[1822]	[ 4.13172]	['Grand Illusion (La grande illusion) (1937)']
44447	[6985]	[1027]	[ 3.99513]	"[""Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)""]"
44447	[3307]	[3353]	[ 4.11452]	['City Lights (1931)']
44447	[6669]	[1542]	[ 4.10862]	['Ikiru (1952)']
44447	[1230]	[19318]	[ 4.03691]	['Annie Hall (1977)']
44447	[86237]	[49]	[ 3.68367]	['Connections (1978)']
44447	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
44447	[32892]	[518]	[ 3.96042]	"[""Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)""]"
44447	[6643]	[972]	[ 4.04733]	['Tokyo Story (T\xc3\xb4ky\xc3\xb4 monogatari) (1953)']
44447	[750]	[29404]	[ 4.20875]	[ 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)']
44447	[26453]	[115]	[ 4.05217]	"[""Smiley's People (1982)""]"
44447	[58425]	[301]	[ 4.04153]	['Heima (2007)']
44447	[26587]	[546]	[ 4.11264]	['Decalogue, The (Dekalog) (1989)']
44447	[668]	[900]	[ 4.10444]	['Song of the Little Road (Pather Panchali) (1955)']
44447	[8125]	[637]	[ 3.96703]	['Sunrise: A Song of Two Humans (1927)']
44447	[670]	[829]	[ 4.11701]	['World of Apu, The (Apur Sansar) (1959)']
44447	[82143]	[343]	[ 3.93149]	['Alone in the Wilderness (2004)']
44454	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
44454	[26082]	[676]	[ 4.13683]	['Harakiri (Seppuku) (1962)']
44454	[171011]	[812]	[ 4.47968]	['Planet Earth II (2016)']
44454	[1221]	[38676]	[ 4.26277]	['Godfather: Part II, The (1974)']
44454	[171495]	[137]	[ 4.35401]	['Cosmos']
44454	[2920]	[1156]	[ 4.12197]	['Children of Paradise (Les enfants du paradis) (1945)']
44454	[159817]	[1326]	[ 4.44834]	['Planet Earth (2006)']
44454	[1900]	[894]	[ 3.99161]	['Children of Heaven, The (Bacheha-Ye Aseman) (1997)']
44454	[6669]	[1542]	[ 4.10862]	['Ikiru (1952)']
44454	[7502]	[8507]	[ 4.2033]	['Band of Brothers (2001)']
44454	[2351]	[1387]	[ 4.10707]	['Nights of Cabiria (Notti di Cabiria, Le) (1957)']
44454	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
44454	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
44454	[2019]	[14541]	[ 4.25476]	['Seven Samurai (Shichinin no samurai) (1954)']
44454	[6981]	[235]	[ 3.98511]	['Ordet (Word, The) (1955)']
44454	[1945]	[6582]	[ 4.12747]	['On the Waterfront (1954)']
44454	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
44454	[172591]	[372]	[ 4.34946]	['The Godfather Trilogy: 1972-1990 (1992)']
44454	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44454	[82143]	[343]	[ 3.93149]	['Alone in the Wilderness (2004)']
44807	[27857]	[247]	[ 3.85628]	['As it is in Heaven (S\xc3\xa5 som i himmelen) (2004)']
44807	[1537]	[4648]	[ 3.87274]	['Shall We Dance? (Shall We Dansu?) (1996)']
44807	[111130]	[89]	[ 4.05618]	['Powers of Ten (1977)']
44807	[93988]	[388]	[ 4.0116]	['North & South (2004)']
44807	[32657]	[308]	[ 3.98701]	"[""Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)""]"
44807	[101962]	[635]	[ 3.97795]	['Wolf Children (Okami kodomo no ame to yuki) (2012)']
44807	[107883]	[345]	[ 3.85507]	['The Lunchbox (2013)']
44807	[138702]	[599]	[ 3.93155]	['Feast (2014)']
44807	[56367]	[18973]	[ 3.75157]	['Juno (2007)']
44807	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
44807	[87960]	[60]	[ 3.75]	['Between the Folds (2008)']
44807	[166643]	[2566]	[ 4.01403]	['Hidden Figures (2016)']
44807	[2804]	[14785]	[ 3.98894]	['Christmas Story, A (1983)']
44807	[160718]	[1234]	[ 4.14344]	['Piper (2016)']
44807	[77177]	[104]	[ 3.80288]	['Wild China (2008)']
44807	[133712]	[203]	[ 3.98522]	['Office Romance (1977)']
44807	[130628]	[94]	[ 3.93617]	['Boys (2014)']
44807	[27002]	[452]	[ 4.00442]	['From the Earth to the Moon (1998)']
44807	[137904]	[85]	[ 3.95294]	['I, Claudius (1976)']
44807	[86237]	[49]	[ 3.68367]	['Connections (1978)']
45101	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
45101	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
45101	[48708]	[27]	[ 4.22222]	['Firefly (2002)']
45101	[126086]	[20]	[ 3.725]	['Norm MacDonald: Me Doing Standup (2011)']
45101	[89745]	[17507]	[ 3.80031]	['Avengers, The (2012)']
45101	[4306]	[46570]	[ 3.7732]	['Shrek (2001)']
45101	[104119]	[6]	[ 4.5]	['Forsyte Saga, The (1967)']
45101	[106642]	[1291]	[ 3.95778]	['Day of the Doctor, The (2013)']
45101	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
45101	[147376]	[269]	[ 3.82156]	['Doctor Who: A Christmas Carol (2010)']
45101	[66616]	[45]	[ 4.44444]	"[""Monty Python's Flying Circus (1969)""]"
45101	[140737]	[268]	[ 4.06343]	['The Lost Room (2006)']
45101	[112852]	[15310]	[ 3.93308]	['Guardians of the Galaxy (2014)']
45101	[66934]	[4739]	[ 3.96128]	"[""Dr. Horrible's Sing-Along Blog (2008)""]"
45101	[101271]	[8]	[ 4.1875]	['Community']
45101	[122904]	[12809]	[ 3.8574]	['Deadpool (2016)']
45101	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
45101	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
45101	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
45101	[58559]	[44347]	[ 4.17447]	['Dark Knight, The (2008)']
45259	[173345]	[19]	[ 3.44737]	['Cat City (1986)']
45259	[171011]	[812]	[ 4.47968]	['Planet Earth II (2016)']
45259	[8111]	[3]	[ 5.]	['Into the Woods']
45259	[171495]	[137]	[ 4.35401]	['Cosmos']
45259	[158611]	[6]	[ 4.41667]	['The Weight of Chains (2010)']
45259	[159817]	[1326]	[ 4.44834]	['Planet Earth (2006)']
45259	[142871]	[15]	[ 4.4]	['O P\xc3\xa1tio das Cantigas (1942)']
45259	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
45259	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
45259	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
45259	[102323]	[6]	[ 4.41667]	"[""Grin Without a Cat, A (Fond de l'air est rouge, Le) (1977)""]"
45259	[77366]	[35]	[ 4.24286]	['Deadwood (TV) (2004)']
45259	[104119]	[6]	[ 4.5]	['Forsyte Saga, The (1967)']
45259	[66616]	[45]	[ 4.44444]	"[""Monty Python's Flying Circus (1969)""]"
45259	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
45259	[172591]	[372]	[ 4.34946]	['The Godfather Trilogy: 1972-1990 (1992)']
45259	[88570]	[13]	[ 4.30769]	['Welfare (1975)']
45259	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
45259	[318]	[97404]	[ 4.42478]	['Shawshank Redemption, The (1994)']
45259	[179135]	[228]	[ 4.22149]	['Blue Planet II (2017)']
45999	[122882]	[12788]	[ 3.83031]	['Mad Max: Fury Road (2015)']
45999	[171011]	[812]	[ 4.47968]	['Planet Earth II (2016)']
45999	[48708]	[27]	[ 4.22222]	['Firefly (2002)']
45999	[77366]	[35]	[ 4.24286]	['Deadwood (TV) (2004)']
45999	[171495]	[137]	[ 4.35401]	['Cosmos']
45999	[162376]	[2998]	[ 4.34223]	['Stranger Things']
45999	[170705]	[922]	[ 4.39371]	['Band of Brothers (2001)']
45999	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
45999	[7438]	[29781]	[ 3.8221]	['Kill Bill: Vol. 2 (2004)']
45999	[172591]	[372]	[ 4.34946]	['The Godfather Trilogy: 1972-1990 (1992)']
45999	[296]	[92022]	[ 4.17327]	['Pulp Fiction (1994)']
45999	[50]	[61941]	[ 4.2925]	['Usual Suspects, The (1995)']
