Recommendation Details for 50 users and their top-20 recommendations using 100 Features and their popular movies only rating profile				
userId	movieId	popularity	avgRating	title
43256	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
43256	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43256	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43256	[143422]	[2]	[ 5.]	['2 (2007)']
43256	[159135]	[1]	[ 5.]	['The Viking (1931)']
43450	[26082]	[676]	[ 4.13683]	['Harakiri (Seppuku) (1962)']
43450	[6918]	[394]	[ 4.03807]	['Unvanquished, The (Aparajito) (1957)']
43450	[26150]	[942]	[ 4.05096]	['Andrei Rublev (Andrey Rublyov) (1969)']
43450	[2920]	[1156]	[ 4.12197]	['Children of Paradise (Les enfants du paradis) (1945)']
43450	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43450	[6669]	[1542]	[ 4.10862]	['Ikiru (1952)']
43450	[1230]	[19318]	[ 4.03691]	['Annie Hall (1977)']
43450	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43450	[6896]	[286]	[ 4.03497]	['Shoah (1985)']
43450	[3093]	[1561]	[ 3.82095]	['McCabe & Mrs. Miller (1971)']
43450	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43450	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43450	[6711]	[21431]	[ 3.79348]	['Lost in Translation (2003)']
43450	[1208]	[28871]	[ 4.10737]	['Apocalypse Now (1979)']
43450	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
43450	[2427]	[10156]	[ 3.42842]	['Thin Red Line, The (1998)']
43450	[924]	[31291]	[ 3.97386]	['2001: A Space Odyssey (1968)']
43450	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43450	[670]	[829]	[ 4.11701]	['World of Apu, The (Apur Sansar) (1959)']
43450	[159135]	[1]	[ 5.]	['The Viking (1931)']
43606	[8111]	[3]	[ 5.]	['Into the Woods']
43606	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
43606	[159141]	[2]	[ 4.5]	['Plastic Utopia (1997)']
43606	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
43606	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43606	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43606	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43606	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43606	[159761]	[2]	[ 4.75]	['Loot (1970)']
43606	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
43606	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43606	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43606	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
43606	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
43606	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
43606	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43606	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43606	[143422]	[2]	[ 5.]	['2 (2007)']
43606	[159135]	[1]	[ 5.]	['The Viking (1931)']
43831	[182657]	[1]	[ 5.]	['Pale (2016)']
43831	[899]	[12769]	[ 4.02549]	"[""Singin' in the Rain (1952)""]"
43831	[1221]	[38676]	[ 4.26277]	['Godfather: Part II, The (1974)']
43831	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43831	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
43831	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43831	[1036]	[40116]	[ 3.93]	['Die Hard (1988)']
43831	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43831	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43831	[593]	[87595]	[ 4.15125]	['Silence of the Lambs, The (1991)']
43831	[1219]	[24129]	[ 4.06225]	['Psycho (1960)']
43831	[159135]	[1]	[ 5.]	['The Viking (1931)']
43831	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43831	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
43831	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43831	[858]	[60588]	[ 4.33303]	['Godfather, The (1972)']
43831	[1387]	[26413]	[ 3.78516]	['Jaws (1975)']
43831	[922]	[8233]	[ 4.19549]	['Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)']
43831	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
43831	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43853	[177601]	[8]	[ 4.125]	['Western (2017)']
43853	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
43853	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
43853	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
43853	[138172]	[1]	[ 5.]	['Baseline (2010)']
43853	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43853	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43853	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
43853	[159761]	[2]	[ 4.75]	['Loot (1970)']
43853	[159123]	[1]	[ 5.]	['Catching Out (2003)']
43853	[159135]	[1]	[ 5.]	['The Viking (1931)']
43853	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43853	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
43853	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
43853	[8111]	[3]	[ 5.]	['Into the Woods']
43853	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
43853	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
43853	[143422]	[2]	[ 5.]	['2 (2007)']
43853	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
43966	[5952]	[56326]	[ 4.07519]	['Lord of the Rings: The Two Towers, The (2002)']
43966	[4993]	[61476]	[ 4.09843]	['Lord of the Rings: The Fellowship of the Ring, The (2001)']
43966	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
43966	[260]	[81442]	[ 4.12178]	['Star Wars: Episode IV - A New Hope (1977)']
43966	[122886]	[12563]	[ 3.801]	['Star Wars: Episode VII - The Force Awakens (2015)']
43966	[117192]	[386]	[ 3.94948]	['Doctor Who: The Time of the Doctor (2013)']
43966	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
43966	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
43966	[1196]	[65498]	[ 4.13449]	['Star Wars: Episode V - The Empire Strikes Back (1980)']
43966	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
43966	[7153]	[56939]	[ 4.10403]	['Lord of the Rings: The Return of the King, The (2003)']
43966	[106642]	[1291]	[ 3.95778]	['Day of the Doctor, The (2013)']
43966	[151989]	[1]	[ 5.]	['The Thorn (1971)']
43966	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
43966	[147384]	[404]	[ 3.93688]	['Doctor Who: The Runaway Bride (2007)']
43966	[1210]	[65773]	[ 3.98668]	['Star Wars: Episode VI - Return of the Jedi (1983)']
43966	[27002]	[452]	[ 4.00442]	['From the Earth to the Moon (1998)']
43966	[77658]	[1800]	[ 4.19056]	['Cosmos (1980)']
43966	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
44038	[182657]	[1]	[ 5.]	['Pale (2016)']
44038	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
44038	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
44038	[140369]	[2]	[ 5.]	['War Arrow (1954)']
44038	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
44038	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
44038	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
44038	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44038	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
44038	[159761]	[2]	[ 4.75]	['Loot (1970)']
44038	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44038	[66934]	[4739]	[ 3.96128]	"[""Dr. Horrible's Sing-Along Blog (2008)""]"
44038	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44038	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44038	[8111]	[3]	[ 5.]	['Into the Woods']
44038	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
44038	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
44038	[143422]	[2]	[ 5.]	['2 (2007)']
44038	[182527]	[1]	[ 5.]	['Ciutat morta (2014)']
44363	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
44363	[8111]	[3]	[ 5.]	['Into the Woods']
44363	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
44363	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44363	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
44363	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
44363	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
44363	[159761]	[2]	[ 4.75]	['Loot (1970)']
44363	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44363	[159135]	[1]	[ 5.]	['The Viking (1931)']
44363	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44363	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
44363	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44363	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44363	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
44363	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44363	[143422]	[2]	[ 5.]	['2 (2007)']
44363	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44447	[6896]	[286]	[ 4.03497]	['Shoah (1985)']
44447	[159141]	[2]	[ 4.5]	['Plastic Utopia (1997)']
44447	[6918]	[394]	[ 4.03807]	['Unvanquished, The (Aparajito) (1957)']
44447	[3134]	[1822]	[ 4.13172]	['Grand Illusion (La grande illusion) (1937)']
44447	[8684]	[434]	[ 4.02074]	"[ ""Man Escaped, A (Un  condamn\xc3\xa9 \xc3\xa0 mort s'est \xc3\xa9chapp\xc3\xa9 ou Le vent souffle o\xc3\xb9 il veut) (1956)""]"
44447	[39183]	[8369]	[ 3.60605]	['Brokeback Mountain (2005)']
44447	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
44447	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
44447	[82143]	[343]	[ 3.93149]	['Alone in the Wilderness (2004)']
44447	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44447	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
44447	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44447	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44447	[7767]	[548]	[ 3.99088]	['Best of Youth, The (La meglio giovent\xc3\xb9) (2003)']
44447	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44447	[26587]	[546]	[ 4.11264]	['Decalogue, The (Dekalog) (1989)']
44447	[668]	[900]	[ 4.10444]	['Song of the Little Road (Pather Panchali) (1955)']
44447	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44447	[670]	[829]	[ 4.11701]	['World of Apu, The (Apur Sansar) (1959)']
44447	[159135]	[1]	[ 5.]	['The Viking (1931)']
44454	[8111]	[3]	[ 5.]	['Into the Woods']
44454	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
44454	[159141]	[2]	[ 4.5]	['Plastic Utopia (1997)']
44454	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
44454	[138172]	[1]	[ 5.]	['Baseline (2010)']
44454	[151989]	[1]	[ 5.]	['The Thorn (1971)']
44454	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
44454	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
44454	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
44454	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
44454	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44454	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44454	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
44454	[179065]	[3]	[ 4.]	['Scarred Hearts (2016)']
44454	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44454	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
44454	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44454	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44454	[143422]	[2]	[ 5.]	['2 (2007)']
44454	[159135]	[1]	[ 5.]	['The Viking (1931)']
44807	[2624]	[835]	[ 3.94731]	['After Life (Wandafuru raifu) (1998)']
44807	[1537]	[4648]	[ 3.87274]	['Shall We Dance? (Shall We Dansu?) (1996)']
44807	[1188]	[8675]	[ 3.79533]	['Strictly Ballroom (1992)']
44807	[55280]	[3185]	[ 3.70392]	['Lars and the Real Girl (2007)']
44807	[56367]	[18973]	[ 3.75157]	['Juno (2007)']
44807	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
44807	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
44807	[162414]	[1654]	[ 3.80381]	['Moonlight']
44807	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
44807	[93040]	[426]	[ 4.07629]	['Civil War, The (1990)']
44807	[159761]	[2]	[ 4.75]	['Loot (1970)']
44807	[159123]	[1]	[ 5.]	['Catching Out (2003)']
44807	[159135]	[1]	[ 5.]	['The Viking (1931)']
44807	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
44807	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
44807	[27611]	[4713]	[ 3.96669]	['Battlestar Galactica (2003)']
44807	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
44807	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
44807	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
45101	[169632]	[3]	[ 3.33333]	['Greg Giraldo: Midlife Vices (2009)']
45101	[177601]	[8]	[ 4.125]	['Western (2017)']
45101	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
45101	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
45101	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
45101	[138172]	[1]	[ 5.]	['Baseline (2010)']
45101	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
45101	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
45101	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
45101	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
45101	[159761]	[2]	[ 4.75]	['Loot (1970)']
45101	[151989]	[1]	[ 5.]	['The Thorn (1971)']
45101	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
45101	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
45101	[8111]	[3]	[ 5.]	['Into the Woods']
45101	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
45101	[143422]	[2]	[ 5.]	['2 (2007)']
45259	[8111]	[3]	[ 5.]	['Into the Woods']
45259	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
45259	[159141]	[2]	[ 4.5]	['Plastic Utopia (1997)']
45259	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
45259	[151989]	[1]	[ 5.]	['The Thorn (1971)']
45259	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
45259	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
45259	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
45259	[159761]	[2]	[ 4.75]	['Loot (1970)']
45259	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
45259	[159123]	[1]	[ 5.]	['Catching Out (2003)']
45259	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
45259	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
45259	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
45259	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
45259	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
45259	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
45259	[143422]	[2]	[ 5.]	['2 (2007)']
45259	[159135]	[1]	[ 5.]	['The Viking (1931)']
45999	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
45999	[106115]	[3]	[ 4.83333]	['Story of Science, The (2010)']
45999	[8111]	[3]	[ 5.]	['Into the Woods']
45999	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
45999	[151989]	[1]	[ 5.]	['The Thorn (1971)']
45999	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
45999	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
45999	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
45999	[159761]	[2]	[ 4.75]	['Loot (1970)']
45999	[183013]	[2]	[ 3.5]	['I Can No Longer Hear the Guitar (1991)']
45999	[159123]	[1]	[ 5.]	['Catching Out (2003)']
45999	[95517]	[5]	[ 4.9]	['Barchester Chronicles, The (1982)']
45999	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
45999	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
45999	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
45999	[136892]	[3]	[ 4.66667]	['Dreams with Sharp Teeth (2008)']
45999	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
45999	[143422]	[2]	[ 5.]	['2 (2007)']
45999	[159135]	[1]	[ 5.]	['The Viking (1931)']
46629	[182657]	[1]	[ 5.]	['Pale (2016)']
46629	[152711]	[2]	[ 5.]	['Who Killed Chea Vichea? (2010)']
46629	[159125]	[1]	[ 5.]	"[""Anybody's Son Will Do""]"
46629	[138172]	[1]	[ 5.]	['Baseline (2010)']
46629	[159467]	[3]	[ 3.66667]	['Fifi Howls from Happiness (2013)']
46629	[183437]	[31]	[ 3.91935]	"[ ""World of Tomorrow Episode Two: The Burden of Other People's Thoughts (2017)""]"
46629	[176271]	[2]	[ 4.75]	['Century of Birthing (2011)']
46629	[159761]	[2]	[ 4.75]	['Loot (1970)']
46629	[159123]	[1]	[ 5.]	['Catching Out (2003)']
46629	[151989]	[1]	[ 5.]	['The Thorn (1971)']
46629	[136086]	[5]	[ 4.4]	['A Difficult Life (1961)']
46629	[182793]	[3]	[ 4.33333]	['The Purple Sea (2009)']
46629	[159133]	[3]	[ 2.83333]	['Visions of Frank (2007)']
46629	[177209]	[1]	[ 5.]	['Ac\xc4\xb1 A\xc5\x9fk (2009)']
46629	[3226]	[6]	[ 4.16667]	['Hellhounds on My Trail (1999)']
46629	[159471]	[1]	[ 5.]	"[""Evening's Civil Twilight in Empires of Tin (2008)""]"
46629	[110108]	[1]	[ 5.]	['Asphalt Playground (La cit\xc3\xa9 rose) (2012)']
46629	[182781]	[1]	[ 5.]	['Amori che non sanno stare al mondo (2017)']
46629	[143422]	[2]	[ 5.]	['2 (2007)']
