userId,Movies,overlapCount,avgMovieRatings,avgPopularity
45259,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.3
45999,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,182527",0,4.85,1.25
46629,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,183013",0,4.75,1.1
47230,"110108,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,151989,183013,138172,137064,137050,136998,136992",0,4.9,1.1
47701,"159135,159125,159471,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,146489,169816,147966,146487,129223,183013,169820",0,4.7,1.25
47944,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,138172",0,4.85,1.25
47993,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,54124,146489,169816,147966,146487,129223",0,4.45,1.35
48351,"159135,159471,159125,159123,159133,110108,151989,183013,177209,138172,146489,169816,147966,129223,146487,169820,160028,133013,122535,160030",0,4.75,1.15
48934,"159471,159135,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,129223,146487,169820",0,4.7,1.25
49212,"110108,138172,151989,155529,159135,159125,159471,183013,159123,159133,135232,177209,54124,171821,146489,169816,147966,146487,129223,169820",0,4.5,1.1
49796,"159135,159471,159125,159123,159133,138172,110108,151989,124601,177209,183013,54124,182527,182793,148084,182657,182781,171821,171807,107434",0,4.35,1.05
50330,"159471,159135,159125,159123,159133,110108,151989,138172,177209,54124,183013,107434,182527,182793,182657,182781,135055,34763,124601,146489",0,4.1,1.25
51444,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,183013",0,4.75,1.25
51875,"159471,159123,159125,159135,159133,159048,116243,140014,180839,132124,109762,142903,159050,137964,122701,124903,171221,159053,110108,151989",0,4.8,1.3
51890,"159471,159123,159125,159135,159133,159048,140014,116243,180839,159050,142903,132124,109762,137964,122701,171221,124903,159053,110108,151989",0,4.8,2164.0
51939,"159471,159135,159125,159123,159133,110108,151989,159048,138172,180839,116243,140014,109762,132124,142903,159050,137964,122701,124903,171221",0,4.8,1.25
51966,"159135,159125,159471,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,159048,116243,140014,180839,109762,132124,142903",0,4.8,1.3
51982,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.1
52146,"159471,159123,159135,159125,159133,110108,151989,159467,182527,182793,182657,182781,177209,146489,169816,147966,146487,129223,169820,133013",0,4.7,1.2
53023,"159471,159125,159135,159123,159133,110108,159048,140014,116243,132124,180839,109762,137964,159050,142903,122701,124903,151989,171221,159053",0,4.8,1.2
53834,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,138172,122535,160030,169818,145620",0,4.85,1.2
54018,"159471,159123,159135,159125,159133,110108,138172,151989,124601,54124,177209,34763,183013,155529,182527,182793,182657,182781,171821,60016",0,3.85,22.4
54441,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,182527",0,4.85,1.3
54449,"159135,159125,159471,159123,159133,138172,110108,151989,177209,183013,146489,169816,147966,146487,129223,169820,160028,133013,122535,182527",0,4.75,1.15
54466,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,177209,146487,129223,169820,133013,160028,122535,160030,169818",0,4.85,1.25
55448,"159135,159125,159471,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,34763,54124,135055,146489,169816,147966",0,4.2,1.25
55701,"159135,159471,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,146489,169816,147966,129223,146487,169820",0,4.7,1.2
55768,"159471,159125,159135,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,183013,54124,107434,146489,169816,147966,129223",0,4.45,1.3
55951,"159471,159135,159125,159123,159133,110108,151989,138172,177209,8445,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223",0,4.45,1.3
56103,"159471,159123,159125,159135,159133,159048,180839,109762,132124,116243,140014,142903,137964,159050,122701,124903,171221,159053,138172,110108",0,4.8,903.0
56116,"159135,159471,159125,159123,159133,159467,110108,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,151989,145620",0,4.75,1.35
56291,"159471,159125,159123,159135,159133,110108,159048,140014,132124,109762,180839,116243,142903,159050,137964,122701,124903,171221,159053,151989",0,4.8,1.25
56427,"159135,159125,159471,159123,159133,110108,138172,151989,183013,54124,177209,34763,155529,171821,171807,107434,182793,182527,182657,182781",0,4.2,1.45
56478,"159471,159135,159125,159123,159133,110108,138172,151989,177209,182527,182793,182657,182781,183013,54124,34763,171821,146489,147966,169816",0,4.2,1.35
57041,"159135,159125,159471,159123,159133,110108,138172,151989,177209,182527,183013,182793,182657,182781,54124,135055,171821,146489,169816,147966",0,4.45,1.4
57172,"159471,159135,159125,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.25
57728,"138172,155529,168888,130558,159135,159125,159471,54124,159123,159133,110108,103143,151989,113790,27914,111548,164849,116108,103145,111546",0,4.5,1.15
57787,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,138172",0,4.85,1.25
59199,"159135,159125,159471,159123,159133,110108,151989,182527,182793,182657,182781,177209,138172,146489,169816,147966,129223,146487,169820,133013",0,4.8,1.25
59219,"159135,159125,159471,159123,159133,110108,138172,151989,155529,183013,54124,34763,177209,171821,182527,182793,182657,182781,171807,135055",0,4.2,1.35
59880,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,183013",0,4.75,1.15
60239,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,138172",0,4.85,1.15
60286,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.3
68688,"159135,159125,159471,159123,159133,110108,151989,169816,146489,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,159467",0,4.75,1.3
70213,"159471,159125,159135,159123,159133,110108,151989,138172,182527,182793,182781,182657,177209,8445,183013,182435,54124,107434,135055,148084",0,4.2,1.3
71087,"159471,159135,159125,159123,159133,110108,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,151989,98437",0,4.85,1.55
71326,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,146489,169816,147966,182657,182781,146487,129223,169820",0,4.7,1.2
71528,"159135,159125,159471,159123,159133,110108,146489,169816,147966,146487,129223,169820,151989,133013,160028,122535,160030,169818,145620,183013",0,4.75,1.0
71548,"159471,159135,159125,159123,159133,138172,110108,151989,177209,171821,182527,182793,182657,182781,171807,183013,54124,124601,34763,107434",0,4.1,1.25
72107,"110108,159135,159125,159471,159123,159133,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.1
72369,"159135,159125,159471,159123,159133,138172,110108,151989,155529,54124,183013,177209,148084,171821,182527,182793,182657,182781,171807,107434",0,4.45,1.1
72987,"159471,159135,159125,159123,159133,110108,151989,138172,177209,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818",0,4.85,1.0
72995,"110108,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,151989,137064,137050,136998,136992,137052,26747",0,4.75,1.05
72998,"159471,159135,159125,159123,159133,110108,151989,138172,177209,146489,169816,182527,147966,182793,146487,129223,182657,182781,169820,133013",0,4.8,1.25
73672,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.15
74440,"159471,159135,159125,159123,159133,110108,151989,182527,182793,182657,182781,138172,177209,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.55
74514,"159135,159125,159471,159123,159133,110108,151989,138172,177209,146489,169816,147966,146487,129223,169820,133013,160028,122535,183013,160030",0,4.75,1.3
74627,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.35
74754,"159135,159125,159471,159123,159133,110108,138172,151989,177209,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.35
75465,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.25
82118,"159471,159123,159125,159135,159133,110108,151989,182527,182793,182657,182781,177209,138172,34763,182435,183013,54124,146489,147966,129223",0,4.2,1.3
82254,"159135,159471,159125,159123,159133,138172,110108,151989,54124,124601,177209,183013,182527,182793,182657,182781,155529,34763,135055,107434",0,4.1,1.25
82270,"159135,159125,159471,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,146489,147966,169816,146487,129223,169820,133013",0,4.8,1.25
82393,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,138172",0,4.85,1.2
82708,"159471,159123,159125,159135,159133,159048,116243,140014,180839,142903,109762,159050,132124,137964,122701,124903,171221,159053,110108,151989",0,4.8,1.25
83092,"159471,159135,159125,159123,159133,110108,151989,159467,182527,177209,182793,182657,182781,146489,169816,147966,146487,129223,138172,169820",0,4.7,1.3
83446,"159471,159135,159125,159123,159133,110108,151989,138172,177209,183013,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030",0,4.75,1.35
83812,"159135,159125,159471,159123,159133,110108,151989,138172,183013,177209,54124,146489,169816,147966,146487,129223,169820,133013,160028,182793",0,4.45,1.25
83837,"159135,159125,159471,159123,159133,110108,138172,151989,155529,183013,135232,177209,54124,130558,168888,146489,169816,147966,129223,146487",0,4.4,651.7
83868,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.25
84251,"159471,159135,159125,159123,159133,110108,138172,151989,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.3
84322,"159471,159135,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,54124,146489,169816,147966,129223,146487",0,4.45,1.55
84698,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.1
85868,"159135,159125,159471,159123,159133,110108,138172,151989,171821,171807,177209,146489,169816,147966,146487,129223,169820,133013,160028,183013",0,4.75,1.25
86555,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,146489,169816,182657,182781,147966,146487,129223,169820",0,4.7,1.3
86672,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620",0,4.85,1.1
87745,"159135,159125,159471,159123,159133,110108,138172,151989,177209,183013,182527,182793,124601,182657,182781,54124,146489,147966,169816,129223",0,4.35,1.3
87796,"159135,159125,159471,159123,159133,110108,151989,138172,183013,177209,54124,182527,182793,182657,182781,146489,169816,147966,146487,129223",0,4.45,1.3
88157,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.3
88378,"159471,159125,159135,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,183013,34763,54124,107434,124601,8445,135055",0,3.85,1.3
88433,"159135,159471,159125,159123,159133,110108,151989,138172,177209,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818",0,4.85,1.2
88504,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.35
88589,"159135,159125,159471,159123,159133,110108,138172,151989,183013,177209,155529,146489,169816,147966,146487,129223,169820,160028,133013,54124",0,4.5,1.4
88596,"159135,159125,159471,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.25
90270,"159135,159125,159471,159123,159133,110108,138172,151989,183013,177209,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030",0,4.75,1.45
90504,"159471,159135,159125,159123,159133,110108,151989,182527,182793,182657,182781,177209,138172,146489,169816,147966,183013,129223,146487,169820",0,4.7,1.3
90514,"110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,159135,160030,159125,169818,145620,159471,159123,159133,138172",0,4.85,1.1
92393,"159135,159125,159471,159123,159133,110108,151989,138172,177209,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,183013",0,4.75,1.35
92716,"159471,159125,159135,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,148084,159048,132124,109762,140014,180839,116243",0,4.8,1.25
93117,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.25
93210,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.25
93404,"159135,159471,159125,159123,159133,110108,159467,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.75,1.25
94421,"159471,159135,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.3
94711,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.35
94822,"159135,159471,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.25
94901,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,182527",0,4.85,1.15
95185,"159471,159135,159125,159133,159123,110108,151989,138172,148084,177209,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.8,3066.3
95471,"159471,159125,159135,159133,159123,164907,165745,179581,143235,179627,137601,179619,179509,164765,179587,166223,165743,179527,166219,179563",0,4.5,1.25
95527,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.25
95806,"159471,159123,159125,159135,159133,110108,151989,182527,138172,182793,182657,182781,177209,183013,146489,169816,147966,54124,129223,146487",0,4.45,1.25
95909,"159471,159125,159135,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,54124,155529,146489,169816,147966,129223",0,4.45,1.25
96207,"159471,159135,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.3
96295,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.55
96452,"159135,159471,159125,159123,159133,110108,151989,138172,177209,146489,182527,169816,147966,182793,146487,129223,182781,182657,169820,160028",0,4.8,1.35
97151,"159471,159135,159125,159123,159133,110108,151989,182527,182793,138172,182657,182781,177209,183013,107434,54124,146489,169816,147966,129223",0,4.45,1.3
97237,"159471,159125,159135,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,182527",0,4.85,1.25
97404,"159471,159135,159125,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,146489,169816,147966,129223,146487,169820,160028",0,4.8,1.25
97809,"159471,159135,159125,159123,159133,110108,138172,151989,171821,177209,171807,124601,182527,182793,182657,182781,183013,159048,8445,54124",0,4.1,1.15
98426,"159471,159135,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,148084,183013,146489,169816,147966,146487,129223",0,4.7,7333.6
98635,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.3
98663,"110108,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,151989,183013,138172,135232,183941,177209,54124",0,4.55,1.1
99373,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,54124,182527,182793,182657,182781,146489,169816,147966,129223,146487",0,4.45,1.15
100121,"110108,159135,159125,159471,159123,159133,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,151989,169818,145620,138172",0,4.85,2838.5
100489,"159471,159135,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820,133013",0,4.8,1.3
100901,"159471,159123,159125,159133,159135,159048,132124,109762,180839,140014,116243,137964,142903,159050,122701,124903,171221,159053,138172,8445",0,4.55,1.3
101059,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.15
101241,"159471,159135,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,54124,135055,146489,169816,147966,129223",0,4.45,1.05
101389,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.25
102595,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030",0,4.75,1.35
102850,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.05
102899,"159135,159471,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.2
103041,"159135,159125,159471,159123,159133,110108,151989,138172,183013,177209,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030",0,4.75,1.25
103481,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,177209",0,4.85,1.3
103537,"159135,159125,159471,159123,159133,110108,146489,169816,147966,146487,129223,169820,133013,160028,122535,151989,160030,169818,145620,137064",0,4.85,1.15
103755,"159471,159123,159133,159125,159135,110108,151989,138172,182527,182793,182781,182657,124601,177209,182435,161470,34445,8445,183013,54124",0,3.85,1.35
103798,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620,183013",0,4.75,1.1
103875,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.25
104351,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.1
104593,"159135,159125,159471,159123,159133,110108,151989,138172,183013,177209,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030",0,4.75,1.35
104863,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030",0,4.75,1.3
105068,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620",0,4.85,1.25
105144,"159471,159123,159125,159135,159133,110108,151989,159467,182527,182793,182657,182781,177209,183013,146489,147966,169816,129223,146487,169820",0,4.6,1.25
105506,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,137064",0,4.85,1.1
105600,"159471,159135,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,160028,133013,122535,138172,160030,169818,145620",0,4.85,1.5
106002,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,159467",0,4.75,1.25
106469,"159471,159135,159125,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,177209,182527,122535,160030",0,4.85,1.35
106490,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,177209",0,4.85,1.25
107003,"159471,159135,159125,159123,159133,110108,138172,151989,171821,177209,183013,54124,171807,107434,182527,182793,182657,182781,124601,135055",0,4.35,4953.6
107167,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620",0,4.85,1.0
107394,"159471,159135,159125,159123,159133,110108,151989,138172,177209,182527,182793,182657,182781,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.3
107534,"159135,159471,159125,159123,159133,110108,151989,138172,183013,177209,54124,146489,147966,169816,129223,146487,183941,160028,169820,133013",0,4.4,1.05
108020,"6985,670,3134,159048,2351,140014,132124,109762,180839,116243,89759,159050,137964,142903,122701,171221,124903,159471,159123,159133",0,4.45,1164.55
108555,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620",0,4.85,1.2
109018,"159471,159135,159125,159123,159133,110108,151989,182527,182793,182657,182781,138172,177209,146489,169816,147966,146487,129223,169820,133013",0,4.8,1.25
109058,"159135,159125,159471,159123,159133,110108,146489,169816,147966,146487,129223,169820,137064,137050,133013,160028,136998,122535,136992,160030",0,4.85,1.15
109444,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030",0,4.75,1.3
109532,"159135,159471,159125,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.3
109770,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,138172,160030,169818,145620",0,4.85,1.15
109906,"159471,159135,159125,159123,159133,110108,138172,151989,177209,182527,182793,182657,182781,183013,54124,171821,146489,169816,147966,129223",0,4.45,1.25
109999,"159471,159135,159125,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,183013,146489,169816,147966,146487,129223,169820",0,4.7,1.25
110074,"159471,159135,159125,159123,159133,110108,151989,138172,155529,183013,54124,177209,183941,155619,146489,169816,147966,146487,129223,169820",0,4.4,1.0
110121,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,159467",0,4.75,1.2
110261,"110108,135232,159135,159125,151989,159471,159123,159133,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620",0,4.85,1.05
110431,"159135,159125,159471,159123,159133,110108,138172,151989,183013,177209,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030",0,4.75,1.3
110949,"159135,159125,159471,159123,159133,110108,138172,151989,183013,177209,54124,155529,146489,169816,147966,146487,129223,169820,160028,133013",0,4.5,1.15
111302,"159135,159471,159125,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,138172,169818,145620",0,4.85,1.25
111379,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,183013",0,4.75,1.3
111600,"159135,159471,159125,159123,159133,110108,151989,138172,182527,182793,182657,182781,177209,183013,171777,183339,176359,176845,183335,146489",0,4.5,2704.0
111801,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.05
111993,"159471,159133,159123,159125,159135,159048,132124,109762,137964,140014,116243,180839,159050,142903,122701,124903,171221,159053,159467,182435",0,4.7,21.5
112401,"159471,159135,159125,159123,159133,138172,110108,151989,177209,183013,148084,54124,182527,182793,182657,182781,171821,124601,171807,146489",0,4.35,1.2
113140,"159135,159125,159471,159123,159133,110108,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,151989,183013",0,4.75,1.2
113154,"110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,159135,159125,159471,159123,159133,183013",0,4.75,1.05
113781,"159135,159125,159471,159123,159133,110108,151989,138172,177209,183013,182527,182793,182657,182781,146489,169816,147966,146487,129223,169820",0,4.7,1.5
113920,"159471,159125,159135,159123,159133,110108,151989,182527,182793,182657,182781,177209,138172,146489,169816,147966,146487,129223,169820,160028",0,4.8,1.3
113956,"159135,159125,159471,159123,159133,110108,151989,146489,169816,147966,146487,129223,169820,133013,160028,122535,160030,169818,145620,138172",0,4.85,1.55
113999,"159135,159125,159471,159123,159133,110108,138172,151989,155529,183013,171821,171807,177209,54124,146489,169816,147966,146487,129223,169820",0,4.5,1.25
114506,"159135,159125,159471,159123,159133,110108,151989,138172,146489,169816,147966,146487,129223,169820,160028,133013,122535,160030,169818,145620",0,4.85,1.1
114563,"159471,159125,159123,159135,159133,110108,151989,138172,182527,182793,182657,182781,159048,177209,109762,132124,180839,116243,140014,137964",0,4.8,1.3
114589,"159471,159123,159125,159133,159135,110108,159048,151989,116243,140014,180839,159050,142903,109762,132124,137964,122701,124903,171221,159053",0,4.8,3176.45
115080,"159471,159123,159125,159133,159135,159048,116243,140014,180839,132124,109762,159050,137964,142903,122701,124903,171221,159053,110108,151989",0,4.8,126.0
115427,"159471,159125,159123,159135,159133,159048,132124,180839,109762,140014,116243,137964,159050,142903,122701,124903,171221,159053,8445,110108",0,4.55,4313.8
