userId,Movies,overlapCount
51966,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
51982,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
52146,"159471,159123,159125,159133,159135,110108,159467,151989,182657,182527,182793,177209,182781,122535,160028,145620,169818,129223,160030,169816",0
53023,"159123,159125,159471,159133,159135,110108,151989,182657,182527,182793,182781,177209,122535,160028,145620,169818,129223,160030,169816,147966",0
53834,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,177209,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
54018,"159471,159133,159125,159123,159135,110108,151989,138172,124601,177209,54124,34763,182657,182527,182793,182781,183013,155529,107434,135055",0
54441,"159123,159125,159133,159471,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
54449,"159123,159125,159471,159135,159133,110108,138172,151989,177209,182657,182527,182793,183013,182781,122535,160028,145620,169818,129223,160030",0
54466,"159471,159123,159125,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
55448,"159471,159133,159125,159123,159135,110108,151989,138172,177209,182657,182793,182527,182781,34763,183013,135055,122535,160028,145620,169818",0
55701,"159125,159123,159471,159133,159135,110108,151989,177209,138172,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
55768,"159133,159471,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,54124,107434,34763,122535,160028,145620",0
55951,"159133,159123,159471,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
56103,"159471,159123,159125,159133,159135,124903,110108,109762,180839,138172,159053,171221,151989,132124,116243,137964,159048,140014,122701,159050",0
56116,"159471,159133,159125,159123,159135,110108,159467,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
56291,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,182435,124601,124903,180839,109762,159053,171221",0
56427,"159471,159125,159123,159133,159135,110108,151989,138172,177209,171821,171807,54124,183013,155529,34763,130558,168888,122535,160028,145620",0
56478,"159471,159125,159123,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,54124,34763,171821,135055,122535,171807",0
57041,"159123,159125,159471,159133,159135,110108,138172,151989,177209,182657,182527,182793,182781,183013,135055,54124,122535,160028,145620,169818",0
57172,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
57728,"138172,155529,159471,159125,159133,159123,159135,110108,181495,130558,168888,116108,27914,113790,103145,151989,103143,111546,111548,114193",0
57787,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
59199,"159133,159471,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
59219,"159125,159123,159471,159135,159133,110108,138172,151989,177209,171821,171807,155529,54124,183013,34763,135055,182657,182793,182527,182781",0
59880,"159471,159133,159135,159125,159123,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
60239,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
60286,"159471,159133,159123,159125,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
68688,"159471,159135,159125,159123,159133,110108,151989,159467,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,177209",0
70213,"159123,159125,159133,159471,159135,110108,151989,138172,177209,182657,182527,182793,182781,8445,135055,122535,160028,145620,169818,160030",0
71087,"159125,159123,159471,159133,159135,110108,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,151989,137022",0
71326,"159471,159125,159123,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
71528,"159471,159135,159125,159123,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,177209",0
71548,"159471,159125,159123,159133,159135,110108,138172,151989,177209,171821,182657,182527,182793,171807,182781,183013,54124,124601,34763,135055",0
72107,"110108,159471,159135,159125,159123,159133,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
72369,"159471,159125,159123,159133,159135,138172,110108,151989,177209,155529,54124,183013,171821,171807,135055,182657,182527,182793,182781,148084",0
72987,"159471,159133,159125,159123,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
72995,"110108,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,151989,159135,159471,159125,159123,159133,137046",0
72998,"159123,159125,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
73672,"159471,159135,159125,159123,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
74440,"159471,159123,159125,159133,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
74514,"159125,159471,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
74627,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,182657,145620,182793,182527,169818,129223,182781,160030,169816",0
74754,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
75465,"159471,159125,159123,159135,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
82118,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,34763,122535,160028,145620,169818,160030,129223",0
82254,"159125,159123,159471,159133,159135,138172,110108,151989,124601,177209,54124,34763,183013,107434,135055,182657,182527,182793,182781,155529",0
82270,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
82393,"159125,159123,159135,159471,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,138172,169820,146489,133013",0
82708,"159471,159133,159123,159125,159135,110108,159467,124903,180839,109762,159053,171221,132124,116243,137964,159048,151989,140014,122701,159050",0
83092,"159471,159133,159125,159123,159135,110108,151989,159467,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
83446,"159125,159123,159471,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,182657,182527,182793,169816,147966",0
83812,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
83837,"159471,159135,159125,159133,159123,110108,151989,138172,155529,177209,183013,54124,135055,122535,160028,145620,169818,129223,160030,169816",0
83868,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
84251,"159471,159125,159123,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,171821,171807,122535,160028,54124,135055",0
84322,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,183013",0
84698,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,159467",0
85868,"159125,159123,159471,159133,159135,110108,138172,151989,171821,171807,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487",0
86555,"159125,159123,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
86672,"159471,159135,159125,159123,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
87745,"159471,159125,159123,159133,159135,110108,138172,151989,177209,124601,183013,182657,182793,182527,182781,54124,122535,160028,145620,169818",0
87796,"159471,159125,159123,159133,159135,110108,151989,138172,177209,183013,54124,34763,182657,182793,182527,182781,135055,122535,160028,145620",0
88157,"159471,159133,159123,159125,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
88378,"159133,159471,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,34763,183013,54124,135055,107434,171821,171807",0
88433,"159125,159471,159123,159133,159135,110108,151989,138172,177209,183013,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820",0
88504,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
88589,"159471,159135,159125,159123,159133,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
88596,"159471,159133,159123,159125,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
90270,"159125,159123,159471,159135,159133,110108,138172,151989,177209,183013,122535,160028,54124,145620,169818,129223,160030,169816,147966,146487",0
90504,"159133,159123,159125,159471,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
90514,"110108,159135,159125,159123,159471,159133,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,151989,146489,133013,138172",0
92393,"159125,159123,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
92716,"159133,159471,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,148084,124601,183013,122535,160028,145620,169818",0
93117,"159471,159133,159125,159123,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
93210,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
93404,"159471,159133,159135,159125,159123,110108,159467,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
94421,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
94711,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
94822,"159471,159133,159125,159123,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
94901,"159471,159133,159123,159125,159135,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,137020",0
95185,"159123,159125,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
95471,"159123,159125,159133,159471,159135,165381,179567,168020,165745,165743,124987,164771,137601,166229,179581,166231,149879,164765,165383,179617",0
95527,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
95806,"159133,159471,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,138172,182435,183013,122535,160028,145620,169818,160030",0
95909,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,54124,122535,160028,145620,169818,129223",0
96207,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
96295,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
96452,"159123,159125,159133,159471,159135,110108,151989,138172,177209,182657,182527,182793,54124,182781,122535,160028,183013,145620,169818,129223",0
97151,"159133,159123,159471,159125,159135,110108,151989,177209,182657,182527,182793,138172,182781,183013,122535,160028,145620,169818,129223,160030",0
97237,"159133,159471,159135,159123,159125,110108,151989,177209,182657,182527,182793,182781,122535,160028,159467,145620,169818,129223,160030,169816",0
97404,"159123,159125,159471,159133,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
97809,"159471,159133,159123,159125,159135,110108,138172,151989,171821,177209,171807,182657,182527,182793,182781,124601,183013,8445,54124,122535",0
98426,"159471,159133,159123,159125,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
98635,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,138172",0
98663,"110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,135232,138172,183013,177209,135055,159135",0
99373,"159471,159133,159125,159123,159135,110108,151989,138172,177209,183013,182657,182527,182793,182781,54124,122535,160028,145620,169818,129223",0
100121,"110108,159471,159135,159133,159125,159123,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
100489,"159471,159133,159123,159125,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
100901,"159123,159133,159125,159471,159135,124903,109762,180839,171221,159053,132124,137964,116243,159048,140014,122701,159050,142903,8445,110108",0
101059,"159471,159135,159125,159123,159133,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
101241,"159133,159123,159125,159471,159135,110108,151989,138172,177209,182657,182527,182793,182781,135055,183013,54124,107434,122535,160028,145620",0
101389,"159123,159471,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
102595,"159125,159123,159471,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,182657,182527,146487",0
102850,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
102899,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
103041,"159471,159125,159133,159123,159135,110108,151989,177209,122535,138172,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
103481,"159125,159133,159471,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
103537,"159125,159123,159471,159135,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,151989,169820,146489,133013,138172",0
103755,"159133,159123,159125,159471,159135,110108,151989,138172,182657,182527,182793,182781,182435,177209,124601,8445,34445,161470,183013,54124",0
103798,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
103875,"159471,159125,159123,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
104351,"159471,159125,159123,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
104593,"159125,159123,159471,159135,159133,110108,151989,138172,177209,183013,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820",0
104863,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,182657,169818,182793,182527,129223,160030,182781,169816",0
105068,"159125,159123,159135,159471,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
105144,"159471,159133,159123,159125,159135,110108,159467,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,160030,129223,169816",0
105506,"159471,159135,159133,159125,159123,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
105600,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
106002,"159471,159135,159125,159123,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,159467",0
106469,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,160030,129223,169816",0
106490,"159471,159123,159125,159133,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
107003,"159471,159133,159123,159125,159135,110108,151989,138172,177209,54124,171821,183013,182657,182527,182793,182781,34763,171807,107434,135055",0
107167,"159471,159125,159123,159135,159133,110108,151989,138172,122535,160028,145620,169818,177209,129223,160030,169816,147966,146487,169820,146489",0
107394,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
107534,"159471,159133,159125,159123,159135,110108,151989,138172,177209,183013,122535,160028,145620,133970,169818,128713,129223,160030,169816,147966",0
108020,"86898,6985,670,100556,159133,159471,159123,159125,159135,3134,89759,124903,109762,180839,159053,171221,132124,159048,116243,137964",0
108555,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
109018,"159471,159133,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
109058,"159471,159123,159125,159135,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,138172",0
109444,"159471,159125,159123,159133,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
109532,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
109770,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,138172",0
109906,"159471,159123,159133,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,171821,171807,54124,122535,160028,145620",0
109999,"159471,159133,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
110074,"159471,159125,159123,159133,159135,110108,151989,138172,155529,177209,54124,183013,183941,122535,160028,145620,169818,129223,160030,169816",0
110121,"159471,159135,159125,159123,159133,110108,122535,160028,145620,169818,129223,160030,169816,147966,151989,146487,169820,146489,133013,159467",0
110261,"110108,135232,159135,159471,159125,159133,159123,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
110431,"159471,159125,159123,159135,159133,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
110949,"159125,159123,159471,159135,159133,110108,138172,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
111302,"159471,159123,159133,159125,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
111379,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
111600,"159123,159125,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,135055,122535,160028,145620,169818,160030,129223",0
111801,"159125,159123,159471,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
111993,"159133,159471,159123,159125,159135,182435,159467,110108,182657,182527,182793,182781,151989,122535,160028,145620,169818,160030,129223,169816",0
112401,"159125,159123,159471,159133,159135,110108,138172,151989,177209,183013,182657,182527,182793,182781,54124,124601,122535,160028,145620,169818",0
113140,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
113154,"110108,159135,159471,159125,159123,159133,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,151989,133013,177209",0
113781,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,122535,160028,145620,169818,129223,160030",0
113920,"159123,159125,159133,159471,159135,110108,151989,182657,182527,182793,182781,177209,122535,160028,145620,169818,129223,160030,169816,147966",0
113956,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,177209",0
113999,"159471,159135,159125,159133,159123,110108,138172,151989,177209,155529,54124,183013,171821,183941,171807,122535,160028,145620,169818,129223",0
114506,"159125,159471,159123,159135,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
114563,"159471,159133,159123,159125,159135,110108,151989,138172,177209,182657,182527,182793,182781,124903,109762,180839,159053,171221,132124,137964",0
114589,"159133,159471,159123,159125,159135,110108,124903,180839,109762,151989,159053,171221,132124,137964,116243,159048,140014,122701,159050,142903",0
115080,"159123,159125,159133,159471,159135,110108,124903,109762,180839,159053,171221,132124,159048,137964,151989,116243,159467,140014,122701,159050",0
115427,"159123,159125,159471,159133,159135,124903,109762,180839,159053,171221,132124,116243,159048,137964,140014,122701,159050,142903,8445,110108",0
115433,"159471,159125,159123,159133,159135,110108,151989,138172,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
116007,"159471,159125,159123,159135,159133,110108,138172,151989,177209,171821,183013,171807,54124,135055,155529,34763,182657,182793,182527,182781",0
116089,"159123,159125,159471,159133,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
116113,"159125,159123,159471,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,54124,135055,122535,160028,145620,169818",0
116720,"159135,159471,159125,159123,159133,110108,122535,160028,145620,169818,129223,160030,147966,169816,146487,169820,146489,133013,137022,26747",0
117019,"159471,159123,159125,159135,159133,110108,151989,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,177209,146489",0
117184,"110108,122535,160028,145620,169818,129223,159135,160030,159471,159125,159123,169816,147966,159133,146487,169820,146489,133013,137022,137046",0
117572,"159471,159125,159123,159135,159133,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
117924,"159471,159123,159125,159133,159135,110108,138172,151989,177209,124601,171821,171807,182657,182527,182793,182781,54124,183013,8445,107434",0
117940,"159471,159123,159125,159133,159135,110108,151989,138172,177209,182657,182527,182793,182781,122535,160028,145620,169818,129223,160030,169816",0
118217,"159471,159125,159123,159133,159135,110108,151989,177209,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
118319,"159133,159471,159123,159125,159135,159467,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013",0
118333,"159123,159471,159125,159133,159135,110108,151989,182657,182527,182793,177209,182781,122535,160028,145620,169818,129223,160030,169816,147966",0
118790,"159471,159125,159123,159133,159135,110108,151989,138172,177209,183013,182657,182527,182793,182781,54124,122535,160028,145620,169818,129223",0
118838,"159123,159125,159133,159471,159135,110108,151989,138172,177209,182657,182527,182793,182781,183013,135055,54124,122535,160028,145620,169818",0
118858,"159471,159125,159123,159135,159133,159467,110108,122535,160028,145620,169818,151989,129223,160030,169816,147966,146487,169820,146489,133013",0
118993,"159471,159133,159123,159125,159135,138172,110108,151989,171821,171807,177209,183013,182657,182527,182793,182781,54124,124601,135055,148084",0
119060,"159471,159133,159123,159125,159135,110108,151989,182657,182527,182793,182781,177209,138172,122535,160028,145620,169818,129223,160030,169816",0
119073,"159471,159133,159125,159123,159135,110108,151989,177209,138172,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489",0
119115,"159471,159133,159125,159123,159135,110108,151989,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,177209",0
120104,"159471,159133,159123,159125,159135,110108,151989,177209,182657,182527,182793,182781,138172,122535,160028,145620,169818,129223,160030,169816",0
120189,"159123,159125,159471,159133,159135,110108,122535,160028,145620,169818,129223,160030,169816,147966,146487,169820,146489,133013,151989,159467",0
120406,"159471,159133,159125,159123,159135,110108,151989,177209,138172,182657,182527,182793,182781,122535,160028,145620,169818,160030,129223,169816",0
