userId,Movies,overlapCount
46629,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,183013",0
47230,"110108,151989,160028,145620,146489,129223,169820,183013,122535,169818,160030,169816,146487,147966,133013,159135,159133,159123,159471,159125",0
47701,"159135,159133,159123,159471,159125,110108,151989,177209,183013,138172,182527,182793,182781,160028,182657,145620,146489,129223,169820,122535",0
47944,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,183013",0
47993,"159135,159133,159123,159125,159471,110108,151989,138172,177209,183013,182527,182793,182781,182657,54124,160028,145620,146489,129223,169820",0
48351,"159135,159133,159123,159125,159471,110108,151989,177209,183013,138172,54124,182793,182527,160028,182781,145620,182657,146489,129223,169820",0
48934,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
49212,"110108,138172,135232,155529,151989,183013,159135,159123,159133,159471,159125,177209,183941,160028,145620,146489,129223,169820,122535,169818",0
49796,"159135,159133,159123,159471,159125,110108,138172,151989,177209,148084,183013,124601,182527,182793,182781,182657,54124,160028,145620,146489",0
50330,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,54124,107434,135055,160028,145620,146489",0
51444,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,183013",0
51875,"159135,159133,159123,159471,159125,116243,142903,137964,109762,140014,132124,159050,180839,124903,159053,122701,171221,159048,110108,151989",0
51890,"159135,159133,159123,159471,159125,116243,142903,137964,140014,109762,180839,159050,132124,124903,159053,122701,171221,159048,110108,151989",0
51939,"159135,159133,159123,159471,159125,110108,116243,142903,137964,159050,140014,180839,109762,132124,159053,124903,122701,171221,159048,138172",0
51966,"159135,159123,159133,159471,159125,110108,151989,138172,177209,116243,183013,142903,137964,140014,159050,180839,182527,109762,182793,182781",0
51982,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,138172,160030,169816,147966,146487,133013",0
52146,"159135,159133,159123,159471,159125,110108,151989,159467,182527,182793,182781,182657,177209,183013,160028,145620,146489,129223,169820,122535",0
53023,"159135,159133,159123,159471,159125,110108,116243,142903,137964,109762,132124,140014,159050,124903,180839,159053,122701,171221,159048,151989",0
53834,"159135,159133,159123,159471,159125,110108,151989,183013,177209,138172,160028,145620,146489,129223,169820,122535,169818,160030,147966,182793",0
54018,"159135,159133,159123,159125,159471,110108,138172,151989,177209,54124,183013,124601,182527,182793,182781,182657,155529,135055,107434,34763",0
54441,"159135,159133,159123,159471,159125,110108,151989,177209,160028,182527,182793,182781,145620,146489,182657,129223,169820,122535,169818,160030",0
54449,"159135,159133,159123,159471,159125,110108,138172,151989,177209,148084,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820",0
54466,"159135,159133,159123,159471,159125,110108,151989,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487",0
55448,"159135,159123,159133,159471,159125,110108,151989,138172,183013,177209,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
55701,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,54124,160028,145620,146489,129223,169820",0
55768,"159135,159133,159123,159471,159125,110108,151989,138172,177209,182527,182793,182781,182657,183013,116243,54124,142903,137964,140014,159050",0
55951,"159135,159133,159123,159471,159125,110108,151989,182527,182793,177209,182781,182657,138172,183013,160028,145620,146489,129223,169820,122535",0
56103,"159135,159133,159123,159471,159125,116243,142903,137964,140014,159050,180839,109762,159053,122701,132124,124903,171221,159048,138172,110108",0
56116,"159135,159133,159123,159471,159125,110108,151989,116243,160028,145620,146489,129223,169820,122535,169818,160030,142903,147966,159467,169816",0
56291,"159135,159133,159123,159471,159125,110108,116243,142903,137964,140014,159050,180839,109762,132124,124903,159053,122701,171221,138172,151989",0
56427,"159135,159123,159133,159125,159471,110108,151989,138172,183013,177209,54124,155529,182793,182527,182781,182657,160028,145620,146489,129223",0
56478,"159135,159133,159123,159471,159125,110108,138172,151989,177209,183013,182527,182793,182781,182657,54124,171807,171821,160028,145620,146489",0
57041,"159135,159123,159133,159471,159125,110108,151989,138172,183013,177209,182527,182793,182781,182657,54124,135055,34763,160028,145620,146489",0
57172,"159135,159133,159123,159471,159125,110108,151989,138172,177209,182527,182793,182781,182657,183013,160028,145620,146489,171807,129223,169820",0
57728,"138172,110108,155529,151989,183013,159135,159123,159133,159125,159471,54124,181495,177209,135055,168888,130558,148084,155713,47782,171807",0
57787,"159135,159133,159123,159125,159471,110108,151989,160028,145620,146489,129223,169820,122535,177209,169818,160030,169816,147966,146487,133013",0
59199,"159135,159123,159133,159471,159125,110108,151989,138172,177209,160028,145620,146489,129223,182527,182793,169820,122535,182781,169818,182657",0
59219,"159135,159123,159133,159125,159471,110108,138172,151989,183013,155529,177209,54124,171807,171821,34763,183941,182793,182527,182781,182657",0
59880,"159135,159133,159123,159471,159125,110108,151989,183013,177209,138172,160028,145620,146489,129223,169820,122535,169818,160030,146487,147966",0
60239,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,183013",0
60286,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
68688,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,183013,160030,146487,169816,147966,133013",0
70213,"159135,159133,159123,159471,159125,110108,116243,151989,142903,138172,137964,140014,180839,159050,109762,159053,132124,122701,124903,171221",0
71087,"110108,159135,159133,159123,159471,159125,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,113529",0
71326,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
71528,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,151989,183013",0
71548,"159135,159133,159123,159125,159471,110108,138172,151989,177209,183013,182527,182793,182781,182657,171807,171821,54124,124601,34763,121051",0
72107,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,151989,183013",0
72369,"159135,159123,159133,159125,159471,138172,110108,151989,183013,177209,155529,54124,182527,182793,182781,182657,171807,171821,135055,160028",0
72987,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
72995,"110108,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,151989,183013,159135,159133,159123,159471,159125",0
72998,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
73672,"159135,159133,159123,159471,159125,110108,138172,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
74440,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,183013,138172,160028,145620,146489,129223,169820,122535",0
74514,"159135,159133,159123,159471,159125,110108,151989,183013,177209,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487",0
74627,"159135,159133,159123,159471,159125,110108,151989,177209,183013,138172,182793,182527,182781,182657,160028,145620,146489,129223,169820,122535",0
74754,"159135,159133,159123,159471,159125,110108,138172,151989,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
75465,"159135,159133,159123,159471,159125,110108,151989,138172,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
82118,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,183013,138172,159467,160028,145620,146489,129223,169820",0
82254,"159135,159133,159123,159125,159471,110108,138172,151989,177209,183013,54124,182527,182793,182781,182657,155529,160028,145620,146489,129223",0
82270,"159135,159133,159123,159471,159125,110108,151989,138172,177209,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535",0
82393,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,151989,138172",0
82708,"159135,159133,159123,159125,159471,110108,151989,159467,177209,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535,169818",0
83092,"159135,159133,159123,159471,159125,110108,151989,159467,177209,182527,182793,160028,182781,145620,146489,182657,129223,169820,122535,169818",0
83446,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
83812,"110108,159135,159133,159123,159471,159125,151989,183013,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,146487,169816",0
83837,"110108,159135,159123,159133,159125,159471,138172,155529,151989,135232,183013,177209,183941,54124,160028,145620,146489,129223,169820,122535",0
83868,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
84251,"159135,159133,159123,159471,159125,110108,138172,151989,177209,183013,182527,182793,182781,182657,171807,171821,54124,160028,145620,146489",0
84322,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
84698,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
85868,"159135,159133,159123,159471,159125,110108,138172,151989,177209,183013,171807,171821,182527,182793,182781,182657,160028,145620,146489,129223",0
86555,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
86672,"159135,159133,159123,159471,159125,110108,151989,138172,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013",0
87745,"159135,159133,159123,159471,159125,110108,151989,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487",0
87796,"159135,159123,159133,159471,159125,110108,151989,138172,177209,183013,182793,182527,54124,182781,182657,160028,145620,146489,129223,169820",0
88157,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
88378,"159135,159133,159123,159125,159471,110108,151989,138172,177209,182527,182793,182781,182657,183013,54124,107434,124601,135055,34763,171807",0
88433,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487",0
88504,"159135,159133,159123,159471,159125,110108,151989,138172,183013,177209,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966",0
88589,"159135,159123,159133,159471,159125,110108,151989,138172,183013,155529,177209,171821,171807,160028,145620,146489,129223,169820,122535,169818",0
88596,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
90270,"159135,159133,159123,159471,159125,110108,138172,151989,183013,177209,183941,160028,145620,146489,129223,169820,122535,169818,160030,146487",0
90504,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,183013,138172,160028,145620,146489,129223,169820,122535",0
90514,"110108,159135,159133,159123,159471,159125,151989,183013,160028,145620,146489,129223,169820,138172,122535,169818,160030,146487,169816,147966",0
92393,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,160028,182527,182793,145620,146489,182781,182657,129223,169820,122535",0
92716,"159135,159133,159123,159471,159125,110108,151989,138172,177209,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535",0
93117,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
93210,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
93404,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,159467,160030,147966,169816,146487,133013",0
94421,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,138172,183013,160028,145620,146489,129223,169820,122535",0
94711,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
94822,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
94901,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,137020,137048",0
95185,"159135,159133,159123,159471,159125,110108,151989,138172,177209,148084,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820",0
95471,"159133,159135,159471,159123,159125,179635,179547,179629,179567,166219,179535,179527,179589,179621,179723,164787,165745,165381,164861,164765",0
95527,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
95806,"159135,159133,159123,159471,159125,110108,151989,138172,182527,182793,182781,182657,177209,183013,182435,54124,124601,148084,107434,135055",0
95909,"159135,159123,159133,159471,159125,110108,151989,177209,138172,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
96207,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
96295,"159135,159123,159133,159471,159125,110108,151989,183013,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487",0
96452,"159135,159133,159123,159125,159471,110108,151989,160028,145620,177209,146489,129223,169820,122535,169818,160030,169816,147966,146487,138172",0
97151,"159135,159133,159123,159471,159125,110108,151989,138172,177209,182527,182793,182781,182657,183013,54124,107434,160028,145620,146489,129223",0
97237,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
97404,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,177209,182657,138172,160028,145620,146489,129223,169820,122535,169818",0
97809,"159135,159133,159123,159471,159125,110108,138172,151989,177209,183013,182527,182793,182781,182657,171807,171821,124601,54124,160028,145620",0
98426,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,160028,145620,146489,138172,129223,169820,122535,169818",0
98635,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,138172,122535,169818,160030,147966,169816,146487,133013",0
98663,"110108,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,151989,183013,135232,183941,138172,155529,113529",0
99373,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182793,182527,182781,182657,54124,160028,145620,146489,129223,169820",0
100121,"159135,159133,159123,159471,110108,159125,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,151989,177209",0
100489,"159135,159133,159123,159471,159125,110108,151989,177209,138172,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535",0
100901,"159135,159133,159123,159471,159125,110108,116243,142903,137964,151989,140014,159050,109762,180839,138172,132124,159053,124903,122701,171221",0
101059,"159135,159133,159123,159471,159125,110108,151989,138172,160028,183013,145620,146489,129223,169820,122535,169818,160030,177209,169816,147966",0
101241,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
101389,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,54124",0
102595,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
102850,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
102899,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,183013",0
103041,"159135,159133,159123,159471,159125,110108,151989,138172,183013,177209,182793,182527,182781,182657,160028,145620,146489,129223,169820,122535",0
103481,"159135,159133,159123,159471,159125,110108,151989,160028,145620,177209,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013",0
103537,"110108,159135,159133,159123,159471,159125,160028,145620,146489,129223,169820,122535,151989,169818,160030,169816,147966,146487,133013,138172",0
103755,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,182435,8445,159467,177209,116243,142903,137964,109762,132124",0
103798,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,183013",0
103875,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
104351,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
104593,"159135,159133,159123,159471,159125,110108,151989,183013,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487",0
104863,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
105068,"159135,159133,159123,159471,159125,110108,151989,160028,177209,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013",0
105144,"159135,159133,159123,159471,159125,110108,151989,159467,182527,182793,182781,182657,177209,183013,160028,145620,146489,129223,169820,122535",0
105506,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
105600,"159135,159133,159123,159471,159125,110108,151989,177209,183013,138172,160028,145620,146489,129223,169820,122535,169818,160030,182527,182793",0
106002,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,151989,177209",0
106469,"159135,159133,159123,159471,159125,110108,138172,151989,177209,182527,182793,182781,182657,148084,116243,142903,137964,159050,140014,109762",0
106490,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,159467",0
107003,"159135,159123,159133,159471,159125,110108,138172,151989,177209,183013,171807,54124,171821,107434,182527,182793,182781,182657,47755,124601",0
107167,"159135,159133,159123,159471,159125,110108,151989,138172,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013",0
107394,"159135,159133,159123,159471,159125,110108,151989,177209,183013,138172,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
107534,"110108,159135,159133,159123,159471,159125,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,183013",0
108020,"6985,3415,26150,26587,6669,6643,7327,2920,159135,159123,159133,159125,159471,116243,142903,140014,137964,180839,159050,109762",0
108555,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,138172",0
109018,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535,169818",0
109058,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,137048,137020,169818,137018,137050,137016,160030,137052",0
109444,"159135,159133,159123,159471,159125,110108,151989,177209,183013,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487",0
109532,"159135,159133,159123,159471,159125,110108,151989,177209,183013,160028,138172,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
109770,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,147966,146487,133013,138172",0
109906,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
109999,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,183013,138172,160028,145620,146489,129223,169820,122535",0
110074,"159135,159133,159123,159125,159471,110108,151989,138172,183013,177209,160028,145620,146489,129223,169820,54124,122535,169818,160030,169816",0
110121,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
110261,"110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,135232,159135,151989,159133,159123,159471,159125",0
110431,"159135,159133,159123,159471,159125,110108,151989,177209,183013,138172,160028,145620,146489,129223,182793,182527,169820,182781,122535,182657",0
110949,"159135,159133,159123,159471,159125,110108,138172,151989,183013,177209,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487",0
111302,"159135,159133,159123,159471,159125,110108,151989,177209,160028,145620,146489,129223,169820,122535,182527,182793,169818,182781,182657,160030",0
111379,"159135,159133,159123,159471,159125,110108,151989,183013,177209,182793,182527,182781,182657,138172,160028,145620,146489,129223,169820,122535",0
111600,"159135,159133,159123,159471,159125,110108,138172,151989,177209,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535",0
111801,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,138172",0
111993,"159135,159133,159471,159123,159125,142903,116243,137964,109762,132124,124903,159050,140014,180839,159053,122701,171221,159048,182435,159467",0
112401,"159135,159133,159123,159471,159125,138172,110108,151989,183013,177209,171807,171821,54124,182527,182793,182781,182657,124601,148084,155529",0
113140,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,183013",0
113154,"110108,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013,159135,159133,159123,159471,159125,151989,183013",0
113781,"159135,159133,159123,159471,159125,110108,151989,138172,183013,177209,182527,182793,182781,182657,54124,160028,145620,146489,129223,169820",0
113920,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,116243,177209,142903,137964,109762,140014,132124,159050,124903",0
113956,"159135,159133,159123,159471,159125,110108,151989,183013,160028,145620,146489,129223,169820,122535,169818,160030,169816,146487,147966,133013",0
113999,"159135,159123,159133,159125,159471,110108,138172,155529,151989,183013,177209,54124,183941,171807,171821,135232,160028,145620,146489,129223",0
114506,"159135,159133,159123,159471,159125,110108,151989,138172,160028,145620,146489,129223,183013,169820,122535,169818,160030,169816,146487,147966",0
114563,"159135,159133,159123,159471,159125,110108,151989,138172,182527,182793,182781,182657,177209,116243,142903,137964,140014,159050,109762,180839",0
114589,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,138172,8445,116243,142903,137964,140014,180839,159050",0
115080,"159135,159133,159123,159471,159125,116243,142903,137964,109762,140014,180839,159050,132124,124903,159053,122701,171221,159048,110108,151989",0
115427,"159135,159133,159123,159471,159125,116243,142903,137964,159050,140014,109762,180839,132124,124903,159053,122701,171221,159048,110108,138172",0
115433,"159135,159133,159123,159471,159125,110108,151989,138172,177209,160028,145620,146489,129223,183013,169820,122535,169818,160030,169816,147966",0
116007,"159135,159123,159133,159125,159471,138172,110108,151989,183013,177209,171807,54124,155529,171821,34763,182793,182527,182781,182657,135055",0
116089,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,138172,160028,145620,146489,129223,183013,169820,122535",0
116113,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
116720,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,137020,137016",0
117019,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816",0
117184,"159135,159133,159123,159471,159125,110108,159467,160028,145620,146489,129223,169820,122535,151989,169818,160030,147966,146487,169816,133013",0
117572,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
117924,"159135,159133,159123,159471,159125,138172,110108,151989,177209,124601,171807,171821,183013,182527,182793,182781,182657,54124,116243,107434",0
117940,"159135,159133,159123,159471,159125,110108,151989,138172,177209,183013,182527,182793,182781,182657,54124,171807,160028,145620,146489,129223",0
118217,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,177209,160030,147966,169816,146487,133013",0
118319,"159135,159133,159123,159471,159125,159467,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,151989",0
118333,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,138172,8445,183013,160028,145620,146489,129223,169820",0
118790,"159135,159133,159123,159471,159125,110108,151989,183013,138172,177209,160028,145620,146489,129223,169820,122535,169818,160030,147966,146487",0
118838,"159135,159133,159123,159125,159471,110108,151989,138172,177209,182527,182793,182781,182657,183013,160028,145620,146489,129223,169820,122535",0
118858,"159135,159133,159123,159471,159125,110108,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,159467,151989",0
118993,"159135,159123,159133,159471,159125,138172,110108,151989,124601,177209,183013,171807,171821,182527,182793,182781,182657,54124,148084,121051",0
119060,"159135,159133,159123,159471,159125,110108,151989,182527,182793,182781,182657,177209,183013,138172,160028,145620,146489,129223,169820,122535",0
119073,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,182527,182793,182781,160028,182657,145620,146489,129223,169820,122535",0
119115,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,177209",0
120104,"159135,159133,159123,159471,159125,110108,151989,177209,182527,182793,182781,182657,183013,138172,160028,145620,146489,129223,169820,122535",0
120189,"159135,159133,159123,159471,159125,110108,151989,160028,145620,146489,129223,169820,122535,169818,160030,147966,169816,146487,133013,159467",0
120406,"159135,159133,159123,159471,159125,110108,151989,177209,138172,183013,182527,182793,182781,182657,160028,145620,146489,129223,169820,122535",0
