"title"	"movieId"
"City Slickers II: The Legend of Curly's Gold (1994)"	432
"Clean Slate (1994)"	433
"Cliffhanger (1993)"	434
"Coneheads (1993)"	435
"Color of Night (1994)"	436
"Cops and Robbersons (1994)"	437
"Cowboy Way, The (1994)"	438
"Dangerous Game (1993)"	439
"Dave (1993)"	440
"Dazed and Confused (1993)"	441
"Demolition Man (1993)"	442
"Endless Summer 2, The (1994)"	443
"Even Cowgirls Get the Blues (1993)"	444
"Fatal Instinct (1993)"	445
"Farewell My Concubine (Ba wang bie ji) (1993)"	446
"Favor, The (1994)"	447
"Fearless (1993)"	448
"Fear of a Black Hat (1994)"	449
"With Honors (1994)"	450
"Flesh and Bone (1993)"	451
"Widows' Peak (1994)"	452
"For Love or Money (1993)"	453
"Firm, The (1993)"	454
"Free Willy (1993)"	455
"Fresh (1994)"	456
"Fugitive, The (1993)"	457
"Geronimo: An American Legend (1993)"	458
"Getaway, The (1994)"	459
"Getting Even with Dad (1994)"	460
"Go Fish (1994)"	461
"Good Man in Africa, A (1994)"	462
"Guilty as Sin (1993)"	463
"Hard Target (1993)"	464
"Heaven & Earth (1993)"	465
"Hot Shots! Part Deux (1993)"	466
"Live Nude Girls (1995)"	467
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"	468
"House of the Spirits, The (1993)"	469
"House Party 3 (1994)"	470
"Hudsucker Proxy, The (1994)"	471
"I'll Do Anything (1994)"	472
"In the Army Now (1994)"	473
"In the Line of Fire (1993)"	474
"In the Name of the Father (1993)"	475
"Inkwell, The (1994)"	476
"What's Love Got to Do with It? (1993)"	477
"Jimmy Hollywood (1994)"	478
"Judgment Night (1993)"	479
"Jurassic Park (1993)"	480
"Kalifornia (1993)"	481
"Killing Zoe (1994)"	482
"King of the Hill (1993)"	483
"Lassie (1994)"	484
"Last Action Hero (1993)"	485
"Life with Mikey (1993)"	486
"Lightning Jack (1994)"	487
"M. Butterfly (1993)"	488
"Made in America (1993)"	489
"Malice (1993)"	490
"Man Without a Face, The (1993)"	491
"Manhattan Murder Mystery (1993)"	492
"Menace II Society (1993)"	493
"Executive Decision (1996)"	494
"In the Realm of the Senses (Ai no corrida) (1976)"	495
"What Happened Was... (1994)"	496
"Much Ado About Nothing (1993)"	497
"Mr. Jones (1993)"	498
"Mr. Wonderful (1993)"	499
"Mrs. Doubtfire (1993)"	500
"Naked (1993)"	501
"Next Karate Kid, The (1994)"	502
"New Age, The (1994)"	503
"No Escape (1994)"	504
"North (1994)"	505
"Orlando (1992)"	506
"Perfect World, A (1993)"	507
"Philadelphia (1993)"	508
"Piano, The (1993)"	509
"Poetic Justice (1993)"	510
"Program, The (1993)"	511
"Puppet Masters, The (1994)"	512
"Radioland Murders (1994)"	513
"Ref, The (1994)"	514
"Remains of the Day, The (1993)"	515
"Renaissance Man (1994)"	516
"Rising Sun (1993)"	517
"Road to Wellville, The (1994)"	518
"RoboCop 3 (1993)"	519
"Robin Hood: Men in Tights (1993)"	520
"Romeo Is Bleeding (1993)"	521
"Romper Stomper (1992)"	522
"Ruby in Paradise (1993)"	523
"Rudy (1993)"	524
"Saint of Fort Washington, The (1993)"	525
"Savage Nights (Nuits fauves, Les) (1992)"	526
"Schindler's List (1993)"	527
"Scout, The (1994)"	528
"Searching for Bobby Fischer (1993)"	529
"Second Best (1994)"	530
"Secret Garden, The (1993)"	531
"Serial Mom (1994)"	532
"Shadow, The (1994)"	533
"Shadowlands (1993)"	534
"Short Cuts (1993)"	535
"Simple Twist of Fate, A (1994)"	536
"Sirens (1994)"	537
"Six Degrees of Separation (1993)"	538
"Sleepless in Seattle (1993)"	539
"Sliver (1993)"	540
"Blade Runner (1982)"	541
"Son in Law (1993)"	542
"So I Married an Axe Murderer (1993)"	543
"Striking Distance (1993)"	544
"Harem (1985)"	545
"Super Mario Bros. (1993)"	546
"Surviving the Game (1994)"	547
"Terminal Velocity (1994)"	548
"Thirty-Two Short Films About Glenn Gould (1993)"	549
"Threesome (1994)"	550
"Nightmare Before Christmas, The (1993)"	551
"Three Musketeers, The (1993)"	552
"Tombstone (1993)"	553
"Trial by Jury (1994)"	554
"True Romance (1993)"	555
"War Room, The (1993)"	556
"Pagemaster, The (1994)"	558
"Paris, France (1993)"	559
"Beans of Egypt, Maine, The (1994)"	560
"Killer (Bulletproof Heart) (1994)"	561
"Welcome to the Dollhouse (1995)"	562
"Germinal (1993)"	563
"Chasers (1994)"	564
"Cronos (1993)"	565
"Naked in New York (1994)"	566
"Kika (1993)"	567
"Bhaji on the Beach (1993)"	568
"Little Big League (1994)"	569
"Slingshot, The (Kådisbellan) (1993)"	570
"Wedding Gift, The (1994)"	571
"Foreign Student (1994)"	572
"Ciao, Professore! (Io speriamo che me la cavo) (1992)"	573
"Spanking the Monkey (1994)"	574
"Little Rascals, The (1994)"	575
"Fausto (1993)"	576
"Andre (1994)"	577
"Escort, The (Scorta, La) (1993)"	579
"Princess Caraboo (1994)"	580
"Celluloid Closet, The (1995)"	581
"Métisse (Café au Lait) (1993)"	582
"Dear Diary (Caro Diario) (1994)"	583
"I Don't Want to Talk About It (De eso no se habla) (1993)"	584
"Brady Bunch Movie, The (1995)"	585
"Home Alone (1990)"	586
"Ghost (1990)"	587
"Aladdin (1992)"	588
"Terminator 2: Judgment Day (1991)"	589
"Dances with Wolves (1990)"	590
"Tough and Deadly (1995)"	591
"Batman (1989)"	592
"Silence of the Lambs, The (1991)"	593
"Snow White and the Seven Dwarfs (1937)"	594
"Beauty and the Beast (1991)"	595
"Pinocchio (1940)"	596
"Pretty Woman (1990)"	597
"Window to Paris (Okno v Parizh) (1994)"	598
"Wild Bunch, The (1969)"	599
"Love and a .45 (1994)"	600
"Wooden Man's Bride, The (Yan shen) (1994)"	601
"Great Day in Harlem, A (1994)"	602
"Bye Bye, Love (1995)"	603
"Criminals (1996)"	604
"One Fine Day (1996)"	605
"Candyman: Farewell to the Flesh (1995)"	606
"Century (1993)"	607
"Fargo (1996)"	608
"Homeward Bound II: Lost in San Francisco (1996)"	609
"Heavy Metal (1981)"	610
"Hellraiser: Bloodline (1996)"	611
"Pallbearer, The (1996)"	612
"Jane Eyre (1996)"	613
"Loaded (1994)"	614
"Bread and Chocolate (Pane e cioccolata) (1973)"	615
"Aristocats, The (1970)"	616
"Flower of My Secret, The (La flor de mi secreto) (1995)"	617
"Two Much (1995)"	618
"Ed (1996)"	619
"Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)"	620
"My Favorite Season (1993)"	621
"Modern Affair, A (1995)"	623
"Condition Red (Beyond the Law) (1995)"	624
"Asfour Stah (1990)"	625
"Thin Line Between Love and Hate, A (1996)"	626
"Last Supper, The (1995)"	627
"Primal Fear (1996)"	628
"Rude (1995)"	629
"Carried Away (1996)"	630
"All Dogs Go to Heaven 2 (1996)"	631
"Land and Freedom (Tierra y libertad) (1995)"	632
"Denise Calls Up (1995)"	633
"Theodore Rex (1995)"	634
"Family Thing, A (1996)"	635
"Frisk (1995)"	636
"Sgt. Bilko (1996)"	637
"Jack and Sarah (1995)"	638
"Girl 6 (1996)"	639
"Diabolique (1996)"	640
"Little Indian, Big City (Un indien dans la ville) (1994)"	641
"Roula (1995)"	642
"Peanuts - Die Bank zahlt alles (1996)"	643
"Happy Weekend (1996)"	644
"Nelly & Monsieur Arnaud (1995)"	645
"Courage Under Fire (1996)"	647
"Mission: Impossible (1996)"	648
"Cold Fever (Á köldum klaka) (1995)"	649
"Moll Flanders (1996)"	650
"Superweib, Das (1996)"	651
"301, 302 (301/302) (1995)"	652
"Dragonheart (1996)"	653
"And Nobody Weeps for Me (Und keiner weint mir nach) (1996)"	654
"My Mother's Courage (Mutters Courage) (1995)"	655
"Eddie (1996)"	656
"Yankee Zulu (1994)"	657
"Billy's Holiday (1995)"	658
"Purple Noon (Plein soleil) (1960)"	659
"August (1996)"	660
"James and the Giant Peach (1996)"	661
"Fear (1996)"	662
"Kids in the Hall: Brain Candy (1996)"	663
"Faithful (1996)"	664
"Underground (1995)"	665
"All Things Fair (Lust och fägring stor) (1995)"	666
"Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)"	667
"Song of the Little Road (Pather Panchali) (1955)"	668
"World of Apu, The (Apur Sansar) (1959)"	670
"Mystery Science Theater 3000: The Movie (1996)"	671
"Tarantella (1995)"	672
"Space Jam (1996)"	673
"Barbarella (1968)"	674
"Hostile Intentions (1994)"	675
"They Bite (1996)"	676
"Some Folks Call It a Sling Blade (1993)"	678
"Run of the Country, The (1995)"	679
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"	680
"Coup de torchon (Clean Slate) (1981)"	681
"Tigrero: A Film That Was Never Made (1994)"	682
"Eye of Vichy, The (Oeil de Vichy, L') (1993)"	683
"Windows (1980)"	684
"It's My Party (1996)"	685
"Country Life (1994)"	687
"Operation Dumbo Drop (1995)"	688
"Promise, The (Versprechen, Das) (1995)"	690
"Mrs. Winterbourne (1996)"	691
"Solo (1996)"	692
"Under the Domim Tree (Etz Hadomim Tafus) (1994)"	693
"Substitute, The (1996)"	694
"True Crime (1996)"	695
"Butterfly Kiss (1995)"	696
"Feeling Minnesota (1996)"	697
"Delta of Venus (1995)"	698
"To Cross the Rubicon (1991)"	699
"Angus (1995)"	700
"Daens (1992)"	701
"Faces (1968)"	702
"Boys (1996)"	703
"Quest, The (1996)"	704
"Cosi (1996)"	705
"Sunset Park (1996)"	706
"Mulholland Falls (1996)"	707
"Truth About Cats & Dogs, The (1996)"	708
"Oliver & Company (1988)"	709
"Celtic Pride (1996)"	710
"Flipper (1996)"	711
"Captives (1994)"	712
"Of Love and Shadows (1994)"	713
"Dead Man (1995)"	714
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"	715
"Switchblade Sisters (1975)"	716
"Mouth to Mouth (Boca a boca) (1995)"	717
"Visitors, The (Visiteurs, Les) (1993)"	718
"Multiplicity (1996)"	719
"Wallace & Gromit: The Best of Aardman Animation (1996)"	720
"Halfmoon (Paul Bowles - Halbmond) (1995)"	721
"Haunted World of Edward D. Wood Jr., The (1996)"	722
"Two Friends (1986)"	723
"Craft, The (1996)"	724
"Great White Hype, The (1996)"	725
"Last Dance (1996)"	726
"War Stories (1995)"	727
"Cold Comfort Farm (1995)"	728
"Institute Benjamenta, or This Dream People Call Human Life (1995)"	729
"Low Life (1994)"	730
"Heaven's Prisoners (1996)"	731
"Original Gangstas (1996)"	732
"Rock, The (1996)"	733
"Getting Away With Murder (1996)"	734
"Cemetery Man (Dellamorte Dellamore) (1994)"	735
"Twister (1996)"	736
"Barb Wire (1996)"	737
"Garçu, Le (1995)"	738
"Honey Moon (Honigmond) (1996)"	739
"Ghost in the Shell (Kôkaku kidôtai) (1995)"	741
"Thinner (1996)"	742
"Spy Hard (1996)"	743
"Brothers in Trouble (1995)"	744
"Wallace & Gromit: A Close Shave (1995)"	745
"Force of Evil (1948)"	746
"Stupids, The (1996)"	747
"Arrival, The (1996)"	748
"Man from Down Under, The (1943)"	749
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"	750
"Careful (1992)"	751
"Vermont Is For Lovers (1992)"	752
"Month by the Lake, A (1995)"	753
"Gold Diggers: The Secret of Bear Mountain (1995)"	754
"Kim (1950)"	755
"Carmen Miranda: Bananas Is My Business (1994)"	756
"Ashes of Time (Dung che sai duk) (1994)"	757
"Jar, The (Khomreh) (1992)"	758
"Maya Lin: A Strong Clear Vision (1994)"	759
"Stalingrad (1993)"	760
"Phantom, The (1996)"	761
"Striptease (1996)"	762
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"	763
"Heavy (1995)"	764
"Jack (1996)"	765
"I Shot Andy Warhol (1996)"	766
"Grass Harp, The (1995)"	767
"Someone Else's America (1995)"	768
"Marlene Dietrich: Shadow and Light (1996)"	769
"Costa Brava (1946)"	770
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)"	771
"Quartier Mozart (1992)"	772
"Touki Bouki (1973)"	773
"Wend Kuuni (a.k.a. God's Gift) (1982)"	774
"Spirits of the Dead (1968)"	775
"Babyfever (1994)"	776
"Pharaoh's Army (1995)"	777
"Trainspotting (1996)"	778
"'Til There Was You (1997)"	779
"Independence Day (a.k.a. ID4) (1996)"	780
"Stealing Beauty (1996)"	781
"Fan, The (1996)"	782
"Hunchback of Notre Dame, The (1996)"	783
"Cable Guy, The (1996)"	784
"Kingpin (1996)"	785
"Eraser (1996)"	786
"Gate of Heavenly Peace, The (1995)"	787
"Nutty Professor, The (1996)"	788
"I, the Worst of All (Yo, la peor de todas) (1990)"	789
